temperatura_C,vibracion_mm_s,presion_bar,corriente_A,horas_desde_mantenimiento,rpm,etiqueta
63.348,2.451,5.923,16.240,1568.202,1707.072,0
61.388,2.137,5.742,12.478,25.275,1761.937,0
73.259,3.093,5.718,16.788,1032.339,1789.307,0
60.851,2.609,6.418,13.467,1999.324,1799.789,0
87.533,4.132,5.054,19.828,1349.632,1730.077,1
63.570,1.866,6.045,12.957,1512.692,1729.542,0
64.919,2.136,6.099,14.630,1791.954,1872.477,0
62.566,2.663,6.060,15.917,584.442,1654.752,0
65.209,1.935,6.244,12.414,129.303,1864.785,0
55.571,0.922,5.310,13.536,791.243,1638.409,0
56.117,2.236,5.303,13.866,43.436,1778.672,0
62.079,2.548,5.446,15.617,805.293,1741.541,0
57.757,2.084,5.858,13.385,1528.311,1721.514,0
52.793,1.324,6.373,11.827,1104.928,1779.089,0
66.243,1.616,6.270,15.577,1297.752,1775.188,0
59.316,1.413,6.117,15.709,440.616,1837.318,0
59.543,1.575,4.912,12.763,1772.219,1601.903,0
58.350,1.172,5.656,14.207,975.332,1689.497,0
61.952,1.755,6.656,14.856,81.758,1741.896,0
61.145,2.230,5.326,15.859,1475.812,1704.739,0
64.519,1.988,5.596,13.864,144.262,1740.312,0
66.233,2.600,5.540,15.136,1915.697,1811.688,0
66.285,2.257,5.748,13.578,941.191,1756.560,0
66.645,1.800,6.604,15.583,1782.598,1679.712,0
58.843,2.506,5.748,14.663,259.629,1752.245,0
64.976,2.790,6.025,14.809,1133.535,1778.573,0
69.607,2.056,6.413,11.862,1290.007,1760.132,0
73.779,6.345,5.205,17.295,1927.099,1628.053,1
67.283,2.519,6.142,14.605,1946.317,1744.771,0
66.301,1.752,6.520,15.701,1609.506,1775.052,0
60.952,1.497,5.416,13.616,1975.443,1750.802,0
61.684,2.720,7.270,14.404,124.361,1837.857,0
57.463,1.774,5.315,11.458,809.716,1653.942,0
65.455,1.823,6.067,16.034,1914.460,1688.578,0
61.972,2.370,5.682,15.927,160.036,1808.491,0
62.842,2.143,6.177,11.332,658.416,1722.676,0
57.330,1.294,6.163,16.708,856.369,1722.903,0
58.209,2.068,5.115,14.822,1307.960,1701.519,0
69.385,2.817,5.451,16.079,1047.275,1764.007,0
59.413,2.663,6.787,13.240,1663.382,1825.885,0
55.750,2.854,5.959,15.772,1326.996,1694.868,0
53.831,2.456,5.732,11.944,904.561,1806.957,0
62.418,2.368,5.768,12.207,1257.529,1758.937,0
50.953,2.567,5.939,12.641,1718.330,1739.067,0
62.496,2.854,5.968,16.762,1904.151,1784.713,0
67.625,1.669,5.532,16.195,97.533,1857.665,0
59.844,1.763,5.934,15.318,558.656,1842.650,0
63.530,1.622,6.183,15.012,1294.965,1704.505,0
60.291,2.326,6.960,15.642,980.103,1791.972,0
57.904,2.003,6.645,12.699,301.059,1734.163,0
63.185,3.084,5.973,13.968,397.549,1774.042,0
56.385,2.778,6.278,14.288,547.754,1807.375,0
62.783,2.660,5.949,12.686,167.379,1788.477,0
61.525,2.247,6.508,14.081,857.710,1802.849,0
56.099,2.602,6.076,10.412,38.200,1776.976,0
68.801,2.408,5.663,13.508,591.608,1799.607,0
65.664,3.194,5.248,13.619,1688.458,1710.786,0
67.518,2.546,5.922,12.223,279.557,1805.574,0
64.159,1.906,5.650,13.998,1079.945,1693.953,0
73.755,2.323,6.481,11.006,149.997,1743.373,0
64.149,2.951,6.478,12.756,1116.507,1807.380,0
70.668,2.295,6.069,13.697,304.420,1776.770,0
59.151,2.579,6.202,13.934,322.377,1667.203,0
62.363,1.417,5.580,14.739,238.600,1771.739,0
62.883,3.049,5.504,13.562,757.185,1806.403,0
59.677,1.350,5.723,13.710,588.179,1810.301,0
69.960,8.230,5.737,12.094,2123.519,1614.886,1
60.033,1.976,5.909,13.053,873.590,1808.326,0
57.487,1.992,6.305,13.435,46.418,1774.014,0
53.383,0.783,5.489,12.898,1016.715,1750.500,0
60.015,1.666,6.475,14.936,399.370,1768.599,0
66.004,1.960,6.096,11.038,1964.102,1706.143,0
69.724,1.642,6.497,14.640,1719.516,1784.051,0
62.652,2.363,5.608,9.666,1841.233,1822.964,0
56.113,2.107,6.125,13.760,1762.768,1774.424,0
64.529,1.528,5.811,14.189,433.920,1716.274,0
63.830,3.084,5.801,13.015,1569.835,1777.898,0
64.172,2.179,5.821,14.039,1354.945,1699.928,0
60.832,1.821,7.016,15.764,1194.322,1651.107,0
60.922,2.518,4.871,13.773,331.281,1832.780,0
59.187,1.936,6.393,14.474,271.511,1731.239,0
67.112,5.128,4.553,13.706,2142.703,1566.267,1
54.190,1.593,6.480,15.286,320.672,1795.697,0
63.361,1.889,6.311,13.746,857.289,1672.084,0
57.321,2.434,5.859,13.470,1490.932,1835.998,0
59.705,2.560,5.573,13.571,515.366,1734.429,0
67.397,2.725,6.160,12.066,1249.673,1768.315,0
59.038,1.585,6.357,16.229,1659.535,1730.437,0
61.598,1.981,6.851,12.431,1668.856,1739.375,0
65.128,2.949,6.237,10.982,1467.404,1668.439,0
61.262,1.758,6.797,12.701,1624.520,1685.267,0
59.062,2.151,5.149,12.830,1341.057,1735.633,0
70.174,2.334,6.596,14.016,1738.733,1844.283,0
61.791,1.759,6.360,17.118,1494.685,1744.773,0
64.628,2.183,5.860,14.187,1283.528,1731.941,0
66.307,1.896,5.574,14.106,792.876,1763.870,0
58.758,2.202,5.497,12.058,1645.289,1742.027,0
63.470,2.514,6.080,13.773,192.874,1779.670,0
61.902,2.726,6.262,14.465,1450.556,1755.285,0
68.021,1.438,6.406,11.222,1428.511,1740.626,0
66.743,2.544,6.179,12.934,1580.168,1657.089,0
69.094,1.994,6.180,13.675,1873.784,1696.670,0
58.563,2.021,6.936,13.079,769.580,1773.412,0
61.679,1.943,5.491,13.523,1781.170,1832.269,0
89.323,3.310,5.687,17.707,1845.341,1765.030,1
56.587,2.136,6.577,9.714,984.428,1815.073,0
58.340,1.705,5.400,14.251,1159.343,1842.970,0
71.197,2.809,5.478,16.981,1987.844,1735.112,0
63.206,2.386,6.144,15.419,1294.089,1771.535,0
56.753,2.116,5.292,12.589,1918.189,1783.186,0
59.341,1.028,6.314,11.754,1115.153,1717.250,0
71.566,3.180,6.368,16.997,856.856,1726.603,0
56.709,2.102,5.901,14.940,486.551,1710.930,0
67.745,9.177,6.205,15.521,2311.951,1592.021,1
84.423,3.046,7.238,19.592,2304.692,1687.084,1
63.184,2.133,6.416,13.333,116.119,1807.271,0
65.817,2.164,6.726,16.211,670.689,1781.487,0
63.521,2.595,5.641,14.725,110.317,1761.801,0
61.689,2.304,5.383,13.095,618.457,1821.570,0
55.005,2.076,6.104,13.355,1181.428,1788.607,0
62.112,0.977,6.621,12.421,583.420,1886.751,0
60.640,2.344,6.884,15.566,1791.350,1788.635,0
60.600,2.491,6.689,13.249,1134.474,1680.218,0
71.805,3.236,5.225,13.547,123.425,1724.131,0
61.000,2.365,6.583,13.157,1103.381,1754.435,0
60.107,1.873,5.998,14.964,442.891,1827.267,0
59.629,1.670,4.683,14.066,757.374,1699.495,0
59.101,2.351,5.772,16.727,682.719,1765.141,0
57.797,2.005,6.167,10.920,1517.162,1709.323,0
68.911,6.901,6.123,15.490,2183.973,1527.582,1
57.087,1.305,5.433,11.482,184.140,1704.210,0
68.907,3.402,6.195,12.301,1966.145,1818.899,0
53.119,1.434,5.933,16.336,880.553,1786.156,0
65.285,2.344,6.480,14.925,1246.715,1744.711,0
59.963,1.812,6.872,11.337,1899.498,1817.499,0
64.244,2.603,5.592,13.418,471.991,1775.374,0
62.821,2.067,6.587,12.813,46.280,1786.535,0
67.935,4.505,5.704,14.628,2289.301,1496.775,1
54.231,1.915,6.308,14.226,1314.165,1816.510,0
60.917,1.271,6.353,13.406,1676.004,1752.134,0
61.811,0.859,6.381,13.611,41.715,1771.053,0
64.281,1.769,5.976,13.665,710.300,1755.217,0
55.333,1.810,5.751,13.750,1437.405,1648.007,0
56.554,1.898,6.088,14.024,40.019,1747.389,0
64.962,1.896,5.784,12.492,1325.099,1614.342,0
55.824,1.974,6.637,12.902,767.816,1754.641,0
60.235,2.212,6.193,12.991,1626.338,1743.990,0
52.562,1.591,6.618,14.423,747.607,1809.086,0
57.911,2.776,5.485,14.049,740.744,1849.383,0
65.551,2.603,5.410,15.866,846.297,1769.258,0
61.450,2.096,5.710,10.720,1580.142,1708.680,0
59.832,1.984,6.420,12.284,151.990,1712.115,0
59.873,2.970,5.889,10.802,157.315,1713.711,0
59.234,3.281,6.539,12.733,1131.051,1710.033,0
59.927,1.831,6.261,13.544,885.915,1780.835,0
64.170,2.848,5.079,13.012,1890.818,1803.409,0
51.705,1.528,5.723,10.615,124.665,1735.177,0
63.956,3.055,6.090,13.384,929.224,1785.914,0
61.899,2.110,6.463,12.349,229.138,1764.725,0
67.612,2.565,5.950,15.626,567.971,1728.655,0
58.536,2.405,6.024,13.714,1979.768,1768.381,0
60.414,2.378,5.924,10.908,1946.086,1779.140,0
87.198,3.101,5.605,17.753,2295.219,1686.726,1
60.269,2.474,6.116,16.131,674.785,1800.527,0
66.534,2.050,5.981,14.849,1573.621,1692.681,0
55.475,3.127,5.663,13.793,1498.409,1746.951,0
57.144,2.184,4.824,14.777,56.907,1831.955,0
66.428,1.861,5.881,11.992,1216.925,1780.780,0
71.379,2.219,5.920,13.109,938.993,1859.404,0
67.658,2.405,6.808,12.159,409.313,1753.660,0
59.965,1.810,6.144,11.421,1495.276,1760.571,0
59.721,2.195,6.597,15.932,1877.336,1750.130,0
56.949,2.580,6.715,14.264,1426.249,1763.283,0
68.210,1.965,6.540,14.262,1453.341,1619.773,0
59.550,1.906,6.351,14.464,1701.729,1725.307,0
56.976,2.759,6.309,11.981,896.830,1780.173,0
57.165,7.954,6.445,10.996,1949.061,1481.620,1
63.427,6.123,5.324,15.208,2204.378,1935.817,1
66.662,1.760,6.164,14.206,1188.244,1792.188,0
72.867,6.551,5.369,16.785,2369.604,1471.848,1
58.621,1.832,5.857,14.093,1922.129,1830.346,0
67.163,2.896,6.095,15.420,881.187,1781.987,0
56.857,2.392,7.313,13.898,1909.518,1803.582,0
58.681,2.649,6.276,12.073,1030.180,1732.220,0
66.610,1.874,5.991,15.237,35.530,1756.677,0
69.814,2.204,5.978,14.637,494.570,1743.059,0
58.584,1.760,5.673,13.491,313.724,1782.052,0
64.605,1.574,6.224,13.233,1356.262,1758.987,0
57.694,2.318,5.165,15.840,584.061,1767.992,0
64.593,2.731,6.710,17.382,274.749,1739.719,0
60.029,1.543,6.006,14.287,1759.494,1752.159,0
62.453,2.354,5.617,11.459,1647.053,1799.250,0
58.599,2.304,6.501,15.147,903.075,1800.278,0
60.929,1.539,6.006,13.168,1527.188,1847.477,0
62.701,6.331,6.130,13.859,1938.357,1674.334,1
69.431,1.270,6.039,15.614,1306.352,1792.407,0
58.507,1.402,5.205,14.144,1296.713,1714.928,0
66.689,3.193,6.658,15.289,1271.803,1732.529,0
60.317,1.286,5.465,15.758,1011.236,1788.805,0
63.866,1.436,6.556,13.348,613.287,1750.089,0
67.889,2.737,5.608,16.439,1570.523,1714.070,0
61.402,3.312,5.621,13.060,72.358,1793.691,0
55.272,1.932,6.174,15.823,696.349,1797.687,0
66.612,2.078,5.922,13.270,420.982,1730.263,0
61.561,4.899,5.253,16.790,2440.575,1603.001,1
62.196,2.073,6.496,13.047,908.136,1720.594,0
68.303,2.563,5.764,12.588,827.718,1684.280,0
63.528,3.160,5.714,13.691,1571.265,1819.643,0
63.481,1.970,6.114,12.146,329.234,1699.108,0
48.972,1.693,6.012,12.911,318.498,1808.936,0
87.028,4.204,6.341,18.756,2103.191,1612.634,1
60.502,8.294,5.222,17.429,2414.352,1656.627,1
67.640,2.549,5.733,14.618,1367.877,1680.459,0
58.664,2.419,6.775,13.642,766.772,1716.702,0
51.677,2.196,6.406,15.716,703.257,1830.514,0
57.003,2.023,6.142,17.204,597.741,1741.112,0
55.232,1.018,5.649,15.025,283.278,1770.787,0
63.716,2.250,5.927,13.314,278.166,1761.912,0
65.353,2.221,6.624,16.567,1229.243,1798.113,0
63.017,2.362,6.067,13.976,1905.052,1707.679,0
59.887,2.312,6.000,14.208,148.142,1718.479,0
60.616,2.253,5.867,13.758,100.580,1722.199,0
58.203,2.453,5.984,14.641,817.906,1803.961,0
69.564,2.510,6.023,12.847,1219.832,1800.495,0
55.158,1.956,5.451,12.594,1407.902,1832.802,0
56.550,3.065,5.257,14.119,1411.285,1787.966,0
59.952,1.904,5.700,13.568,55.607,1743.892,0
55.306,2.075,6.457,11.253,1329.404,1840.818,0
66.084,2.200,5.072,11.906,985.764,1724.477,0
57.989,0.966,5.587,16.058,736.667,1679.093,0
59.673,1.625,7.098,15.477,1455.473,1707.091,0
66.054,2.521,4.571,14.273,307.672,1819.882,0
56.636,2.026,6.307,13.025,1513.787,1747.562,0
67.694,2.391,5.879,14.718,1236.836,1763.838,0
67.434,3.127,5.952,15.462,1744.325,1755.929,0
60.068,2.461,4.943,15.471,206.329,1869.789,0
66.212,2.817,6.827,15.297,1280.956,1771.637,0
59.852,2.724,6.194,13.753,1889.007,1867.128,0
65.367,2.266,5.374,13.861,896.850,1719.512,0
56.458,1.779,5.635,13.386,822.002,1841.693,0
60.471,2.335,5.634,15.276,1016.239,1802.640,0
57.412,2.479,5.288,11.568,445.209,1831.343,0
61.203,1.724,6.095,13.312,1188.061,1762.809,0
66.252,2.443,5.440,12.735,1789.181,1721.104,0
58.054,1.494,5.563,14.576,517.294,1701.446,0
89.282,3.068,4.916,17.654,1297.182,1713.450,1
56.189,1.865,5.654,14.182,260.893,1730.165,0
62.308,2.385,7.387,13.213,225.067,1792.678,0
68.503,2.235,6.498,14.480,1690.346,1721.290,0
58.143,2.243,5.380,13.949,806.568,1685.480,0
68.211,2.413,6.578,15.922,389.386,1754.868,0
61.034,3.482,5.950,13.408,1914.213,1788.868,0
62.650,2.033,4.613,15.836,598.505,1736.636,0
57.336,2.257,5.971,12.897,554.075,1817.127,0
66.543,1.600,6.477,14.842,265.776,1807.086,0
56.419,1.942,5.200,13.186,1098.306,1653.785,0
58.808,1.904,6.050,13.174,1676.030,1636.927,0
57.425,2.489,6.025,13.003,1907.059,1729.823,0
59.984,2.247,7.011,13.996,478.886,1723.182,0
61.841,1.376,4.649,15.277,1732.444,1701.913,0
64.934,2.658,6.598,13.208,932.993,1766.536,0
62.914,3.203,6.247,12.716,499.339,1695.105,0
61.781,2.248,6.059,15.395,1616.862,1764.996,0
57.466,1.318,6.488,13.542,182.183,1802.428,0
63.130,2.209,5.901,11.651,1091.873,1813.220,0
61.983,3.373,5.984,12.932,274.115,1832.951,0
60.114,1.258,6.603,10.635,1672.390,1850.407,0
67.756,2.146,6.259,11.865,61.825,1700.478,0
51.072,1.950,5.968,15.031,98.495,1760.732,0
67.504,2.049,5.645,14.126,266.154,1697.855,0
62.449,1.531,6.616,14.185,1199.209,1754.778,0
58.202,1.676,6.764,12.655,1790.101,1850.463,0
61.720,1.740,6.124,10.593,13.956,1733.989,0
57.423,2.348,6.461,11.919,408.573,1804.035,0
61.796,1.159,6.676,12.737,722.134,1741.811,0
61.468,1.420,6.081,15.350,1651.356,1677.609,0
70.151,1.925,6.162,15.091,1992.949,1705.761,0
61.566,2.048,6.224,13.148,93.594,1748.555,0
68.538,2.648,5.714,12.292,174.649,1735.264,0
55.176,1.551,6.877,14.739,68.758,1794.545,0
61.652,2.776,7.135,15.581,361.316,1760.280,0
55.437,1.630,5.541,15.846,807.093,1791.831,0
53.614,0.737,6.091,13.713,498.606,1771.181,0
61.994,1.067,6.112,15.648,37.146,1808.031,0
62.837,1.859,6.928,13.142,1699.635,1777.283,0
65.817,2.753,6.970,13.122,1375.495,1822.720,0
57.873,2.771,6.018,10.977,454.706,1719.827,0
65.963,1.972,5.018,13.356,31.473,1720.078,0
64.048,1.875,6.133,12.298,788.492,1742.595,0
55.732,2.013,6.296,12.843,133.970,1821.437,0
59.407,1.775,6.107,13.961,691.047,1715.531,0
54.677,2.453,6.581,14.174,837.107,1729.260,0
61.483,1.391,6.649,11.128,926.327,1758.591,0
64.527,2.337,6.175,12.883,137.541,1710.745,0
60.941,1.842,6.798,13.029,334.327,1781.749,0
74.776,1.990,6.074,15.115,1919.674,1815.139,0
64.116,2.889,6.387,16.381,732.277,1694.583,0
63.727,2.090,5.826,11.579,1577.201,1822.718,0
68.309,2.680,6.329,14.840,1537.959,1733.963,0
58.882,1.843,5.748,17.268,1897.585,1809.299,0
72.049,8.272,6.226,16.904,2224.222,1954.733,1
62.267,2.356,5.607,12.338,288.166,1737.868,0
81.365,2.791,5.618,21.114,1643.717,1712.843,1
64.629,1.755,6.277,13.758,1173.836,1747.646,0
62.884,2.905,5.732,12.211,1510.006,1776.869,0
54.718,1.705,6.499,16.009,1010.837,1752.231,0
58.971,1.811,5.840,14.981,756.381,1737.581,0
63.994,2.268,5.034,13.441,1087.575,1820.172,0
65.829,1.982,6.135,14.351,1383.899,1758.937,0
55.857,1.731,5.976,12.487,1034.672,1794.182,0
61.664,1.438,6.209,13.329,1417.220,1811.978,0
72.410,1.787,6.166,16.334,1486.586,1713.480,0
56.511,1.979,5.913,13.375,346.880,1852.636,0
57.732,1.887,5.379,11.659,444.337,1766.091,0
56.853,2.577,5.888,14.964,1215.067,1791.346,0
92.451,2.672,5.001,18.516,1251.201,1799.563,1
65.944,2.089,5.516,18.919,1434.133,1760.213,0
51.724,2.217,6.457,13.185,1141.334,1725.679,0
59.270,1.865,5.448,15.177,881.417,1768.308,0
65.910,1.866,5.642,13.897,971.314,1855.216,0
61.179,2.310,7.212,15.395,888.380,1764.104,0
69.721,2.669,6.335,17.368,1605.731,1905.324,0
65.238,1.953,6.833,12.863,47.894,1833.568,0
62.709,2.401,6.254,13.667,1953.070,1758.832,0
86.356,2.543,4.746,19.701,852.364,1574.833,1
56.353,2.328,5.161,15.176,929.714,1768.885,0
55.075,1.825,6.196,12.222,393.250,1677.814,0
60.210,1.873,6.491,13.501,426.749,1737.377,0
62.838,1.826,6.035,15.377,1654.791,1676.152,0
70.341,8.210,5.293,14.316,2451.928,1586.879,1
68.161,1.589,5.785,14.480,843.732,1850.530,0
61.662,2.152,6.455,15.489,1654.458,1768.614,0
53.738,2.580,5.711,15.540,792.471,1737.682,0
59.766,2.157,5.114,15.171,902.274,1726.146,0
73.236,2.761,6.379,17.277,857.144,1775.360,0
65.394,2.312,6.288,15.828,1846.705,1738.777,0
55.553,2.106,6.539,12.414,12.471,1765.049,0
55.515,1.610,6.100,13.378,448.732,1628.528,0
54.791,1.730,5.842,14.111,296.830,1823.257,0
65.741,3.040,6.546,10.815,1843.204,1750.038,0
58.272,2.238,6.194,11.718,183.615,1799.718,0
69.374,2.902,6.101,15.559,497.532,1821.144,0
57.929,1.939,5.896,15.414,1657.700,1764.062,0
61.994,1.892,5.064,13.426,1670.135,1719.452,0
59.988,2.210,5.971,12.240,597.124,1840.381,0
57.368,1.871,5.468,14.526,380.216,1780.026,0
50.985,1.825,5.756,10.810,554.034,1685.750,0
61.077,1.905,6.050,13.454,878.128,1868.384,0
55.859,1.936,5.964,13.759,1729.939,1843.029,0
54.245,2.284,5.378,14.713,1827.512,1775.685,0
59.932,1.389,6.305,14.595,1729.282,1721.191,0
68.026,2.721,5.816,13.620,1056.353,1737.821,0
61.138,2.792,6.342,17.905,1619.895,1715.341,0
89.369,2.312,5.208,20.132,1895.797,1797.355,1
63.997,2.426,6.880,13.065,1226.935,1869.899,0
57.890,2.588,5.705,14.533,1700.241,1790.650,0
61.678,1.506,5.879,10.720,908.609,1821.737,0
64.147,2.825,6.068,12.388,651.414,1687.142,0
62.463,1.701,5.708,13.948,148.551,1741.045,0
75.274,4.626,6.086,18.125,2272.457,1730.074,1
50.729,1.734,5.342,12.592,1882.294,1778.875,0
61.150,2.200,7.175,11.735,457.879,1728.642,0
63.455,2.243,5.711,15.791,801.997,1840.358,0
66.015,1.902,5.728,13.744,1961.020,1720.560,0
58.644,1.894,6.686,14.106,1137.593,1790.718,0
70.048,2.373,5.870,13.635,1114.483,1710.732,0
67.844,5.970,5.636,18.381,2081.993,1801.108,1
67.380,1.906,5.367,12.990,1142.776,1679.975,0
54.387,2.432,5.663,11.827,1507.050,1709.482,0
67.356,2.834,6.530,16.119,380.465,1718.564,0
58.734,2.176,6.801,12.189,284.693,1756.140,0
67.684,1.832,6.274,12.056,387.588,1694.470,0
58.747,2.046,5.748,13.380,1845.272,1744.843,0
60.630,2.197,6.788,14.864,1885.809,1690.985,0
65.460,2.330,6.145,14.061,597.060,1703.053,0
58.389,1.654,6.081,13.345,389.375,1716.611,0
66.037,2.757,6.884,11.892,1071.507,1817.195,0
60.472,2.086,6.251,16.120,1555.650,1718.156,0
58.066,2.437,7.005,14.047,669.825,1670.206,0
58.720,1.405,5.662,12.605,769.109,1748.353,0
64.204,1.847,4.919,12.447,1479.868,1762.465,0
64.949,2.580,5.949,13.852,1447.992,1701.430,0
62.768,1.791,6.025,14.759,979.461,1746.185,0
61.437,2.558,5.709,10.956,1519.083,1731.313,0
65.941,3.248,5.851,13.386,1189.256,1652.610,0
69.463,2.455,5.881,16.260,819.189,1772.157,0
55.945,2.628,5.542,13.644,5.726,1755.162,0
57.497,1.958,5.641,12.609,1963.663,1861.054,0
67.677,2.177,5.878,14.085,957.625,1701.431,0
64.072,2.834,6.024,14.322,1893.130,1813.099,0
60.014,2.195,5.997,11.041,1437.298,1709.266,0
59.375,1.749,6.002,14.396,1081.377,1845.664,0
63.823,2.722,6.956,11.049,1302.052,1724.295,0
69.167,1.711,6.350,14.650,1431.823,1684.887,0
60.698,2.400,5.089,17.236,1705.779,1841.193,0
55.709,1.918,5.675,13.616,652.733,1812.532,0
69.743,2.069,5.466,12.784,1453.045,1696.865,0
63.702,1.846,5.988,11.847,1652.819,1697.779,0
65.912,2.191,6.163,13.051,1829.061,1730.598,0
74.164,1.901,5.751,16.496,1759.124,1750.394,0
59.890,1.841,6.233,12.266,897.521,1683.288,0
61.519,2.006,6.199,14.105,1165.987,1717.648,0
95.902,4.263,5.324,19.053,2192.747,1738.260,1
61.257,2.299,6.198,13.410,1016.952,1687.810,0
65.755,3.227,6.150,12.111,1115.195,1720.510,0
70.071,1.894,5.852,15.952,1962.126,1809.255,0
62.705,2.612,6.457,13.425,634.093,1795.266,0
60.669,2.821,5.994,13.598,32.354,1601.801,0
61.881,1.850,5.958,14.352,304.328,1766.953,0
62.516,2.273,6.079,15.234,1269.883,1734.764,0
67.101,2.917,5.653,15.469,647.956,1726.674,0
51.603,2.356,5.486,16.010,890.092,1727.701,0
68.351,2.366,7.041,15.503,467.528,1724.619,0
59.070,2.060,5.869,12.853,146.692,1715.896,0
62.004,2.368,6.103,13.739,811.136,1698.779,0
57.876,1.839,6.601,13.657,916.768,1737.509,0
60.676,2.103,5.907,16.266,269.090,1699.730,0
60.664,2.754,5.436,17.732,1875.443,1800.528,0
63.298,2.890,6.284,13.084,44.179,1731.270,0
58.240,1.869,6.157,12.167,592.631,1771.956,0
62.404,2.212,6.178,16.078,65.126,1702.550,0
60.000,1.512,5.758,13.764,1878.506,1745.265,0
59.132,2.534,5.886,12.008,659.843,1777.166,0
56.810,1.938,6.461,14.731,870.258,1731.722,0
59.949,2.404,5.993,15.866,839.931,1764.059,0
75.840,7.093,6.395,15.468,2270.034,1862.642,1
58.718,2.832,6.068,15.280,922.675,1684.794,0
58.353,1.449,6.702,13.705,1507.846,1715.110,0
64.889,1.017,6.815,11.606,584.603,1716.637,0
58.545,1.541,6.054,12.233,1024.858,1863.145,0
60.992,2.190,6.450,14.349,779.942,1808.711,0
61.852,1.495,6.020,14.626,1947.994,1832.074,0
60.485,1.870,5.739,12.808,354.806,1711.549,0
61.203,1.589,6.055,13.293,1323.940,1680.536,0
68.818,1.044,5.678,13.377,1456.276,1867.668,0
88.542,2.770,4.776,18.045,2098.494,1626.675,1
60.158,2.076,5.699,13.119,701.518,1652.689,0
56.585,1.898,4.828,13.249,934.689,1669.761,0
60.582,2.480,6.072,13.228,1399.055,1810.237,0
62.295,2.010,5.390,11.882,1235.803,1757.260,0
64.036,1.817,5.562,14.718,198.918,1715.093,0
65.430,2.526,5.764,13.249,1282.027,1784.454,0
59.260,2.061,6.638,14.047,1273.762,1712.553,0
61.219,2.056,5.399,12.724,129.156,1794.229,0
61.422,2.585,5.793,12.583,489.088,1859.497,0
60.830,2.381,6.191,16.830,786.679,1874.942,0
73.156,2.864,6.193,13.047,600.938,1843.933,0
57.109,1.873,5.221,14.739,938.665,1811.577,0
55.059,1.158,5.922,16.501,1255.595,1753.865,0
60.608,3.082,6.426,14.773,1204.031,1750.382,0
62.293,9.967,6.026,12.391,1746.987,1716.760,1
61.848,2.204,5.971,14.445,485.824,1750.110,0
60.382,2.103,4.870,13.796,1696.854,1661.223,0
61.511,1.993,6.335,15.721,1504.777,1729.242,0
63.949,2.659,6.949,13.288,571.672,1780.807,0
55.134,0.857,5.783,15.041,559.609,1766.457,0
56.947,1.843,6.224,12.699,215.202,1751.516,0
66.521,2.176,5.558,12.731,237.241,1730.562,0
67.759,2.249,6.257,13.327,1545.809,1702.766,0
67.213,2.860,5.224,14.261,413.286,1623.178,0
63.453,1.683,6.821,13.733,1981.271,1751.268,0
61.050,2.460,6.354,11.603,1755.515,1672.062,0
58.970,2.766,5.892,12.700,1475.805,1801.251,0
68.430,2.999,5.731,14.090,0.480,1738.499,0
83.577,2.008,6.469,16.718,851.997,1609.979,1
56.753,2.267,6.772,13.978,317.212,1734.842,0
60.962,2.153,5.755,12.587,1295.035,1632.807,0
90.068,5.072,5.205,24.303,1340.696,1739.897,1
63.560,2.017,6.270,14.499,1858.370,1754.158,0
65.763,2.895,6.190,12.430,1061.103,1744.952,0
71.883,1.719,5.338,15.319,1277.577,1754.978,0
62.470,2.389,5.215,13.577,210.168,1868.205,0
59.733,1.537,6.425,12.853,1867.340,1743.803,0
59.210,1.900,5.754,11.522,1833.373,1817.562,0
65.229,1.951,6.521,13.398,1988.100,1700.669,0
64.588,2.202,6.132,15.299,932.548,1777.500,0
60.270,2.351,4.799,12.760,1044.724,1619.482,0
83.275,3.195,5.026,17.469,1712.240,1851.572,1
65.014,1.485,6.705,15.027,250.298,1884.727,0
58.820,2.249,5.838,12.753,1702.694,1738.622,0
65.763,2.171,6.502,12.642,239.469,1847.137,0
63.706,1.600,5.501,14.028,958.072,1825.941,0
72.571,3.497,6.191,15.412,472.315,1702.854,0
61.018,1.753,6.108,12.861,366.453,1644.970,0
61.510,2.467,6.057,12.387,1325.332,1779.421,0
87.752,3.423,6.710,18.087,1029.028,1732.717,1
60.703,2.114,6.013,14.539,1643.159,1732.181,0
56.060,2.595,5.430,13.759,1348.375,1748.394,0
58.649,2.220,5.120,12.872,260.049,1798.597,0
60.897,1.340,5.293,14.564,693.024,1767.332,0
71.117,2.403,5.845,11.563,1096.198,1839.260,0
59.138,2.337,5.034,12.978,1898.085,1749.414,0
71.800,1.424,4.864,13.127,1974.240,1839.418,0
63.801,1.746,6.837,16.867,1449.883,1826.956,0
57.765,1.304,5.886,13.235,129.987,1839.299,0
68.408,2.116,4.863,14.462,83.810,1666.823,0
66.554,2.316,6.846,13.331,438.100,1753.020,0
61.967,2.118,5.235,12.568,313.589,1646.893,0
53.468,2.343,5.941,13.678,1955.761,1747.888,0
64.135,5.424,5.807,13.143,1845.312,1854.971,1
62.723,2.403,6.112,13.987,1783.499,1740.897,0
62.044,2.319,6.199,14.183,940.145,1768.930,0
54.772,2.361,5.083,13.097,1663.562,1706.777,0
74.823,2.537,5.406,17.856,539.623,1797.579,0
58.094,2.925,6.004,15.900,1878.909,1733.509,0
65.488,1.690,6.125,12.716,1204.567,1747.924,0
